Spotify_ID,Artist,Title,Year,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Clustering Coefficient,Community
7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,2010,0.004900816802800467,0.0,0.004900816802800466,1.0,319
15JINEqzVMv3SvJTAXAKED,Eminem,Love The Way You Lie,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,1311
0SiywuOBRcynK0uKGWdCnn,Lady Gaga,Bad Romance,2010,0.00676779463243874,0.0,0.00676779463243874,1.0,678
2GYHyAoLWpkxLVa4oYTVko,Stromae,Alors on danse - Radio Edit,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,424
0HPD5WQqrq7wPWR7P7Dw1i,Kesha,TiK ToK,2010,0.0030338389731621937,0.0,0.0030338389731621937,1.0,556
4dTaAiV9xFFCxnPur9c9yL,David Guetta,Memories (feat. Kid Cudi),2010,0.007467911318553093,0.0,0.007467911318553093,1.0,5
2CEgGE6aESpnmtfiZwYlbV,Taio Cruz,Dynamite,2010,0.0021003500583430573,0.0,0.0021003500583430573,1.0,50
2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
6tS3XVuOyu10897O3ae7bi,Katy Perry,California Gurls,2010,0.008868144690781798,0.0,0.008868144690781798,1.0,1064
4HlFJV71xXKIGcU3kRyttv,Train,"Hey, Soul Sister",2010,0.0009334889148191366,0.0,0.0009334889148191366,1.0,133
161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,2010,0.004900816802800467,0.0,0.004900816802800466,1.0,319
6epn3r7S14KUqlReYr77hA,Justin Bieber,Baby,2010,0.005600933488914819,0.0,0.005600933488914819,1.0,1238
7Ie9W94M7OjPoZVV216Xus,Eminem,Not Afraid,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,1311
4356Typ82hUiFAynbLYbPn,USHER,DJ Got Us Fallin' In Love (feat. Pitbull),2010,0.0025670945157526257,0.0,0.0025670945157526253,1.0,753
2a1o6ZejUi8U3wzzOtCOYw,Don Omar,Danza Kuduro,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,607
6cmm1LMvZdB5zsCwX5BjqE,Jay Sean,Down,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,15
60jzFy6Nn4M0iD1d94oteF,Rihanna,Rude Boy,2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
6ebkx7Q5tTxrCxKq4GYj0Y,Flo Rida,Club Can't Handle Me (feat. David Guetta),2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,203
3DamFFqW32WihKkTVlwTYQ,Owl City,Fireflies,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,266
59dLtGBS26x7kc0rHbaPrq,B.o.B,Nothin' on You (feat. Bruno Mars),2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,389
2V4bv1fNWfTcyRJKmej6Sj,Mike Posner,Cooler Than Me - Single Mix,2010,0.0009334889148191366,0.0,0.0009334889148191366,1.0,397
030OCtLMrljNhp8OWHBWW3,USHER,Hey Daddy (Daddy's Home),2010,0.0025670945157526257,0.0,0.0025670945157526253,1.0,753
3ZdJffjzJWFimSQyxgGIxN,Nelly,Just A Dream,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,65
5jzKL4BDMClWqRguW5qZvh,Katy Perry,Teenage Dream,2010,0.008868144690781798,0.0,0.008868144690781798,1.0,1064
6lV2MSQmRIkycDScNtrBXO,B.o.B,Airplanes (feat. Hayley Williams of Paramore),2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,389
3GBApU0NuzH4hKZq4NOSdA,Two Door Cinema Club,What You Know,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,111
2M9ULmQwTaTGmAdXaXpfz5,Travie McCoy,Billionaire (feat. Bruno Mars),2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,26
6DkXLzBQT7cwXmTyzAB1DJ,Rihanna,What's My Name?,2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
4TCL0qqKyqsMZml0G3M9IM,Lady Gaga,Telephone,2010,0.00676779463243874,0.0,0.00676779463243874,1.0,678
4AYX69oFP3UOS1CFmV9UfO,Trey Songz,Bottoms Up (feat. Nicki Minaj),2010,0.001633605600933489,0.0,0.001633605600933489,1.0,439
5vlEg2fT4cFWAqU5QptIpQ,Iyaz,Replay,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,30
5sra5UY6sD658OabHL3QtI,Alicia Keys,Empire State of Mind (Part II) Broken Down,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,789
1bM50INir8voAkVoKuvEUI,USHER,OMG (feat. will.i.am),2010,0.0025670945157526257,0.0,0.0025670945157526253,1.0,753
6BdgtqiV3oXNqBikezwdvC,Drake,Over,2010,0.014235705950991833,0.0,0.014235705950991832,1.0,518
7vWFaMq63AwkFDhS2OAg5u,Black Eyed Peas,The Time (Dirty Bit),2010,0.004434072345390899,0.0,0.004434072345390899,1.0,69
1HHeOs6zRdF8Ck58easiAY,Lady Gaga,Alejandro,2010,0.00676779463243874,0.0,0.00676779463243874,1.0,678
7ElF5zxOwYP4qVSWVvse3W,Taio Cruz,Break Your Heart,2010,0.0021003500583430573,0.0,0.0021003500583430573,1.0,50
6vc2Jq2vaGu8z326kSrw92,Kesha,Your Love Is My Drug,2010,0.0030338389731621937,0.0,0.0030338389731621937,1.0,556
1fBl642IhJOE5U319Gy2Go,Neon Trees,Animal,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,38
3iL2l5gUqyPS6vDwJFgJTR,Young Money,BedRock,2010,0.0,0.0,0.0,0.0,39
6wN4nT2qy3MQc098yL3Eu9,Chris Brown,Deuces (feat. Tyga & Kevin McCall),2010,0.004667444574095683,0.0,0.004667444574095682,1.0,1497
4DvhkX2ic4zWkQeWMwQ2qf,Far East Movement,Like A G6,2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,734
6A5NlmBCsCGbJ27jHQgKV5,Jay Sean,Do You Remember,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,15
360UM2DaiHZPRu0EsrOvMp,Timbaland,If We Ever Meet Again (Featuring Katy Perry),2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,43
4YYHgF9dWyVSor0GtrBzdf,Rihanna,Te Amo,2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
0WCiI0ddWiu5F2kSHgfw5S,Kesha,Take It Off,2010,0.0030338389731621937,0.0,0.0030338389731621937,1.0,556
61LtVmmkGr8P9I2tSPvdpf,Cali Swag District,Teach Me How to Dougie,2010,0.0,0.0,0.0,0.0,46
1kMuU3TNQvHbqvXCWBodmP,Lil Wayne,Right Above It,2010,0.001633605600933489,0.0,0.001633605600933489,1.0,788
3oUphdZVPyrsprZ8FgbmQS,Aloe Blacc,I Need A Dollar,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,960
2DHc2e5bBn4UzY0ENVFrUl,Timbaland,Carry Out (Featuring Justin Timberlake),2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,43
67T6l4q3zVjC5nZZPXByU8,Jason Derulo,Whatcha Say,2010,0.0051341890315052515,0.0,0.005134189031505251,1.0,382
7lWUJpax919G4JdaFEVmCy,Kesha,Blah Blah Blah (feat. 3OH!3),2010,0.0030338389731621937,0.0,0.0030338389731621937,1.0,556
4BycRneKmOs6MhYG9THsuX,Drake,Find Your Love,2010,0.014235705950991833,0.0,0.014235705950991832,1.0,518
1T8PwF3JhIiWwBhun23RNe,Shontelle,Impossible,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,448
1a9hBnJodCsNcp0HoJAObp,Ellie Goulding,Your Song - Bonus Track,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,341
4u26EevCNXMhlvE1xFBJwX,The Band Perry,If I Die Young,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,55
3bMNprrp2JDKZsGbiXpsJl,Ludacris,My Chick Bad,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,79
1AguHaKOuggrVTebp7cZEI,Edward Maya,Stereo Love - Radio Edit,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,605
35srNkJVToAzYiZzron1FY,JAY-Z,Young Forever,2010,0.001633605600933489,0.0,0.001633605600933489,1.0,786
7HacCTm33hZYYN8DXpCYuG,Enrique Iglesias,I Like It,2010,0.0014002333722287048,0.0,0.0014002333722287048,1.0,113
0oJMv049q8hEkes9w0L1J4,Black Eyed Peas,Imma Be,2010,0.004434072345390899,0.0,0.004434072345390899,1.0,69
7hR5toSPEgwFZ78jfHdANM,John Mayer,Half of My Heart,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,67
7F1lHcpnTycnimQrCxDFI5,INNA,Hot,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,1237
45O0tUN9Bh6LH4eNxQ07AT,Sean Kingston,Eenie Meenie,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,224
5uHYcK0nbEYgRaFTY5BqnP,B.o.B,Magic (feat. Rivers Cuomo),2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,389
1hBM2D1ULT3aeKuddSwPsK,3OH!3,STARSTRUKK (feat. Katy Perry),2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,460
6BaxqcoEM9r3LXisTyJjST,Jason Derulo,Ridin' Solo,2010,0.0051341890315052515,0.0,0.005134189031505251,1.0,382
4gs07VlJST4bdxGbBsXVue,John Mayer,Heartbreak Warfare,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,67
2r6DdaSbkbwoPzuK6NjLPn,Miley Cyrus,Can't Be Tamed,2010,0.004200700116686115,0.0,0.004200700116686115,1.0,1196
7h70RTLbnhDyPGXjl3iEhh,Lady A,Need You Now,2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,1098
37dYAkMa4lzRCH6kDbMT1L,Yolanda Be Cool,We No Speak Americano (Edit),2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,70
1yK9LISg5uBOOW5bT2Wm0i,Alicia Keys,Try Sleeping with a Broken Heart,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,789
3DrjZArsPsoqbLzUZZV1Id,Taylor Swift,Back To December,2010,0.014002333722287048,0.0,0.014002333722287048,1.0,819
7AqISujIaWcY3h5zrOqt5v,CeeLo Green,Forget You,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,420
0JcKdUGNR7zI4jJDLyYXbi,Sugarland,Stuck Like Glue,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,904
6KBYk8OFtod7brGuZ3Y67q,Maroon 5,Misery,2010,0.009101516919486581,0.0,0.009101516919486581,1.0,394
3uIGef7OSXkFdqxjFWn2o6,DJ Fresh,Gold Dust - Radio Edit,2010,0.0,0.0,0.0,0.0,76
07WEDHF2YwVgYuBugi2ECO,Example,Kickstarts,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,77
2rDwdvBma1O1eLzo29p2cr,Adam Lambert,Whataya Want from Me,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,463
1WtTLtofvcjQM3sXSMkDdX,Ludacris,How Low,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,79
5BoIP8Eha5hwmRVURkC2Us,Jason Derulo,In My Head,2010,0.0051341890315052515,0.0,0.005134189031505251,1.0,382
2fQ6sBFWaLv2Gxos4igHLy,Trey Songz,Say Aah (feat. Fabolous),2010,0.001633605600933489,0.0,0.001633605600933489,1.0,439
41KPpw0EZCytxNkmEMJVgr,Swedish House Mafia,One - Radio Edit,2010,0.0014002333722287048,0.0,0.0014002333722287048,1.0,373
09ZcYBGFX16X8GMDrvqQwt,The Script,For the First Time,2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,817
17tDv8WA8IhqE8qzuQn707,3OH!3,My First Kiss (feat. Ke$ha),2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,460
2a3U3GTCvrcma7wetBtOpi,Take That,The Flood,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,85
0dBW6ZsW8skfvoRfgeerBF,Taylor Swift,Mine,2010,0.014002333722287048,0.0,0.014002333722287048,1.0,819
454h9zAIuTe1eJyw9iTnj4,Rihanna,Man Down,2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
3VA8T3rNy5V24AXxNK5u9E,Sara Bareilles,King of Anything,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,88
7g13jf3zqlP5S68Voo5v9m,Robyn,Dancing On My Own - Radio Edit,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,442
0zREtnLmVnt8KUJZZbSdla,K'NAAN,Wavin' Flag,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,90
6GgPsuz0HEO0nrO2T0QhDv,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,647
2Q99zPXVqCPN5RaZawvJWZ,Ne-Yo,Beautiful Monster,2010,0.0014002333722287048,0.0,0.0014002333722287048,1.0,60
0xHQuV3c496RjG7ocxBINZ,Tim Berg,Bromance - Avicii's Radio Edit,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,458
6rjnRocdCULjLF61x2NR5e,Glee Cast,Don't Stop Believin' (Glee Cast Version) - Cover of Journey,2010,0.0,0.0,0.0,0.0,94
14OF4JQOIm4hb0GfG5nfyF,Ellie Goulding,Starry Eyed,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,341
4kPf4MbDp81GfVHLISdByL,The Wanted,All Time Low,2010,0.0014002333722287048,0.0,0.0014002333722287048,1.0,562
75FT1IPlCYCs5DAYbR9mjE,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",2010,0.0014002333722287048,0.0,0.0014002333722287048,1.0,97
0QVAlchLCx15ZLSoR9Wg1B,The Saturdays,Higher,2010,0.0,0.0,0.0,0.0,98
1HfxPaJggVwFsvOtHbVzMz,Kris Allen,Live Like We're Dying,2010,0.0,0.0,0.0,0.0,99
2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa,See You Again (feat. Charlie Puth),2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,484
7x5xYW5W42OGPAdHUyyguy,R. City,Locked Away (feat. Adam Levine),2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,101
50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,2010,0.005600933488914819,0.0,0.005600933488914819,1.0,1238
15JINEqzVMv3SvJTAXAKED,Eminem,Love The Way You Lie,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,1311
1XGmzt0PVuFgQYYnV2It7A,Maroon 5,Payphone,2010,0.009101516919486581,0.0,0.009101516919486581,1.0,394
5xYC48nOppVemY6U5GRGTb,David Guetta,Memories (feat. Kid Cudi),2010,0.007467911318553093,0.0,0.007467911318553093,1.0,5
4vVTI94F9uJ8lHNDWKv0i2,Sean Kingston,Eenie Meenie,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,224
1hGy2eLcmC8eKx7qr1tOqx,Sean Kingston,Beautiful Girls,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,224
2V4bv1fNWfTcyRJKmej6Sj,Mike Posner,Cooler Than Me - Single Mix,2010,0.0009334889148191366,0.0,0.0009334889148191366,1.0,397
7LP4Es66zdY7CyjepqmvAg,Jay Sean,Down,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,15
59dLtGBS26x7kc0rHbaPrq,B.o.B,Nothin' on You (feat. Bruno Mars),2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,389
4kLLWz7srcuLKA7Et40PQR,Black Eyed Peas,I Gotta Feeling,2010,0.004434072345390899,0.0,0.004434072345390899,1.0,69
3DamFFqW32WihKkTVlwTYQ,Owl City,Fireflies,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,266
2M9ULmQwTaTGmAdXaXpfz5,Travie McCoy,Billionaire (feat. Bruno Mars),2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,26
6OEolOOk9Gh9bqkdpfIOl0,Jason Derulo,Ridin' Solo,2010,0.0051341890315052515,0.0,0.005134189031505251,1.0,382
6epn3r7S14KUqlReYr77hA,Justin Bieber,Baby,2010,0.005600933488914819,0.0,0.005600933488914819,1.0,1238
0zREtnLmVnt8KUJZZbSdla,K'NAAN,Wavin' Flag,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,90
6ebkx7Q5tTxrCxKq4GYj0Y,Flo Rida,Club Can't Handle Me (feat. David Guetta),2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,203
4356Typ82hUiFAynbLYbPn,USHER,DJ Got Us Fallin' In Love (feat. Pitbull),2010,0.0025670945157526257,0.0,0.0025670945157526253,1.0,753
1jJci4qxiYcOHhQR247rEU,MGMT,Kids,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,110
1qfYG2JrchEyJiqKnkE7YQ,Two Door Cinema Club,What You Know,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,111
7yws3pF3FFguwT2Psi6c15,Jay Sean,Do You Remember,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,15
0AH6WMe3OlAlUb5miXt2FQ,Rihanna,Only Girl (In The World),2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
6q1qACcezH6eH77Xljh5QV,Aloe Blacc,I Need A Dollar,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,960
0GO8y8jQk1PkHzS31d699N,GROUPLOVE,Tongue Tied,2010,0.0,0.0,0.0,0.0,115
0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,533
2i0AUcEnsDm3dsqLrFWUCq,Hot Chelle Rae,Tonight Tonight,2010,0.0,0.0,0.0,0.0,117
7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,383
6nek1Nin9q48AVZcWs9e9D,Coldplay,Paradise,2010,0.0030338389731621937,0.0,0.0030338389731621937,1.0,1382
2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,2010,0.0039673278879813305,0.0,0.0039673278879813305,1.0,1240
0U10zFw4GlBacOy9VDGfGL,Rihanna,We Found Love,2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
20I6sIOMTCkB6w7ryavxtO,Carly Rae Jepsen,Call Me Maybe,2010,0.0009334889148191366,0.0,0.0009334889148191366,1.0,1511
5rgy6ghBq1eRApCkeUdJXf,fun.,We Are Young (feat. Janelle Monáe),2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,572
5HQVUIKwCEXpe7JIHyY734,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,1295
1gihuPhrLraKYrJMAEONyc,Calvin Harris,Feel So Close - Radio Edit,2010,0.005834305717619603,0.0,0.005834305717619603,1.0,842
5NlFXQ0si6U87gXs6hq81B,Robbie Williams,Candy,2010,0.0,0.0,0.0,0.0,126
4odiyU3myG29Ld0wurMfE8,Sean Paul,She Doesn't Mind,2010,0.0009334889148191366,0.0,0.0009334889148191366,1.0,974
3bC1ahPIYt1btJzSSEyyrF,Flo Rida,Whistle,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,203
3bidbhpOYeV4knp8AIu8Xn,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,129
1kPpge9JDLpcj15qgrPbYX,Owl City,Good Time,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,266
3n69hLUdIsSa1WlRmjMZlW,alt-J,Breezeblocks,2010,0.0,0.0,0.0,0.0,131
3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,Locked out of Heaven,2010,0.004900816802800467,0.0,0.004900816802800466,1.0,319
0KAiuUOrLTIkzkpfpn9jb9,Train,Drive By,2010,0.0009334889148191366,0.0,0.0009334889148191366,1.0,133
4cluDES4hQEUhmXj6TXkSo,One Direction,What Makes You Beautiful,2010,0.003267211201866978,0.0,0.003267211201866978,1.0,338
3AYcyxEACnmE6d96RPubID,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,129
5yDL13y5giogKs2fSNf7sj,The Wanted,Glad You Came,2010,0.0014002333722287048,0.0,0.0014002333722287048,1.0,562
2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia,Don't You Worry Child - Radio Edit,2010,0.0014002333722287048,0.0,0.0014002333722287048,1.0,373
13b3kZAjZGltp76ed4u1m3,Gotye,Somebody That I Used To Know,2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,617
213x4gsFDm04hSqIUkg88w,Imagine Dragons,On Top Of The World,2010,0.005834305717619603,0.0,0.005834305717619603,1.0,919
0VwNdo84DaVYLIkbVO86ND,Taylor Swift,We Are Never Ever Getting Back Together,2010,0.014002333722287048,0.0,0.014002333722287048,1.0,819
2LEF1A8DOZ9wRYikWgVlZ8,Flo Rida,Good Feeling,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,203
6t6oULCRS6hnI7rm0h5gwl,fun.,Some Nights,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,572
7a86XRg84qjasly9f6bPSD,fun.,We Are Young (feat. Janelle Monáe),2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,572
6hFYIJDwADard4Z8dvlpzp,Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,720
1K3LRUEcUz5FMtPYyg0F45,The Lumineers,Ho Hey,2010,0.0009334889148191366,0.0,0.0009334889148191366,1.0,145
3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,Demons,2010,0.005834305717619603,0.0,0.005834305717619603,1.0,919
7DFNE7NO0raLIUbgzY2rzm,Passenger,Let Her Go,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,860
0GNI8K3VATWBABQFAzBAYe,Rihanna,Stay,2010,0.00840140023337223,0.0,0.00840140023337223,1.0,952
2dLLR6qlu5UJ5gk0dKz0h3,Lorde,Royals,2010,0.0018669778296382731,0.0,0.0018669778296382731,1.0,1235
5PUvinSo4MNqW7vmomGRS7,Robin Thicke,Blurred Lines,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,316
2Foc5Q5nqNiosCNqttzHof,Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,877
3JvKfv6T31zO0ini8iNItO,Tom Odell,Another Love,2010,0.0,0.0,0.0,0.0,152
2Oj5BXOY01EDuJhVYNlEoq,Capital Cities,Safe And Sound,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,1430
1RjUaJM9aKGixVZlbcFUZv,Lorde,Team,2010,0.0018669778296382731,0.0,0.0018669778296382731,1.0,1235
6jdOi5U5LBzQrc4c1VT983,Drake,"Hold On, We're Going Home",2010,0.014235705950991833,0.0,0.014235705950991832,1.0,518
52gvlDnre9craz9dKGObp8,Naughty Boy,La La La,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,432
4Ub8UsjWuewQrPhuepfVpd,Bastille,Pompeii,2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,1309
2ihCaVdNZmnHZWt0fvAM7B,Of Monsters and Men,Little Talks,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,1099
55h7vJchibLdUkxdlX3fK7,Bruno Mars,Treasure,2010,0.004900816802800467,0.0,0.004900816802800466,1.0,319
0s0JMUkb2WCxIJsRB3G7Hd,Olly Murs,Dear Darlin',2010,0.0023337222870478415,0.0,0.002333722287047841,1.0,1373
4MZgeVHJpujU3e5idtohNO,James Blunt,Bonfire Heart,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,161
1J6bub4kiTe4h0RCo9IszE,Phillip Phillips,Home,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,1080
4kbYevkszYmMhoQcwnR7cZ,Mumford & Sons,I Will Wait,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,1082
60nZcImufyMA1MKQY3dcCH,Pharrell Williams,"Happy - From ""Despicable Me 2""",2010,0.0,0.0,0.0,0.0,164
6vECYJHxYmm3Ydt3fF01pE,Milky Chance,Stolen Dance,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,1081
3W3KtDwAIg3mAruSpnfG3Q,Iggy Azalea,Fancy,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,166
7b71WsDLb8gG0cSyDTFAEW,Calvin Harris,Summer,2010,0.005834305717619603,0.0,0.005834305717619603,1.0,842
5Nm9ERjJZ5oyfXZTECKmRt,Sam Smith,Stay With Me,2010,0.0037339556592765463,0.0,0.0037339556592765463,1.0,1471
6RtPijgfPKROxEzTHNRiDp,MAGIC!,Rude,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,1334
3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,2010,0.0,0.0,0.0,0.0,170
6FE2iI43OZnszFLuLtvvmg,MKTO,Classic,2010,0.0,0.0,0.0,0.0,171
7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,1412
2jsmSLoX8y0h6k4YzDCFH1,Sigma,Nobody To Love - Radio Edit,2010,0.0,0.0,0.0,0.0,173
5Sf3GyLEAzJXxZ5mbCPXTu,Mr. Probz,Waves - Robin Schulz Radio Edit,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,1074
3DmW6y7wTEYHJZlLo1r6XJ,Becky G,Shower,2010,0.0007001166861143524,0.0,0.0007001166861143524,1.0,175
1fidCEsYlaVE3pHwKCvpFZ,Nico & Vinz,Am I Wrong,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,176
2bL2gyO6kBdLkNSkxXNh6x,Maroon 5,Animals,2010,0.009101516919486581,0.0,0.009101516919486581,1.0,394
0D2VYiRlBv43asKUgieZaM,Klingande,Jubel - Radio Edit,2010,0.0004667444574095683,0.0,0.0004667444574095683,1.0,1343
4nVBt6MZDDP6tRVdQTgxJg,One Direction,Story of My Life,2010,0.003267211201866978,0.0,0.003267211201866978,1.0,338
37sINbJZcFdHFAsVNsPq1i,The Script,Superheroes,2010,0.0011668611435239208,0.0,0.0011668611435239206,1.0,817
5Hroj5K7vLpIG4FNCRIjbP,American Authors,Best Day Of My Life,2010,0.0,0.0,0.0,0.0,181
07nH4ifBxUB4lZcsf44Brn,Calvin Harris,Blame (feat. John Newman),2010,0.005834305717619603,0.0,0.005834305717619603,1.0,842
3cHyrEgdyYRjgJKSOiOtcS,Pitbull,Timber (feat. Ke$ha),2010,0.004200700116686115,0.0,0.004200700116686115,1.0,1214
3s4U7OHV7gnj42VV72eSZ6,Clean Bandit,Rather Be (feat. Jess Glynne),2010,0.0023337222870478415,0.0,0.002333722287047841,1.0,184
4RXpgGM7A4Hg7cFBoH5KyF,Avicii,Hey Brother,2010,0.005600933488914819,0.0,0.005600933488914819,1.0,561
1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,2010,0.014002333722287048,0.0,0.014002333722287048,1.0,819
2Pavqy0vPxGilGe0IIetdP,Sheppard,Geronimo,2010,0.00023337222870478414,0.0,0.00023337222870478414,0.0,1120
